"Year","Month","Var","Value","EPU"
"1987","11","gulf stream index",-0.749370243645115,"All"
"1987","12","gulf stream index",-1.41422640236997,"All"
"1988","01","gulf stream index",-0.413735362342038,"All"
"1988","02","gulf stream index",-0.588599381410171,"All"
"1988","03","gulf stream index",-1.26440288850871,"All"
"1988","04","gulf stream index",-1.37516676711471,"All"
"1988","05","gulf stream index",-0.604687043649348,"All"
"1988","06","gulf stream index",-0.638615910965216,"All"
"1988","07","gulf stream index",-1.09299392216643,"All"
"1988","08","gulf stream index",-0.212372525728132,"All"
"1988","09","gulf stream index",0.615543872479169,"All"
"1988","1","gulf stream index",-0.0913652580852996,"All"
"1988","11","gulf stream index",-0.382773224794465,"All"
"1988","12","gulf stream index",-1.56712163477973,"All"
"1989","01","gulf stream index",-1.46869682845822,"All"
"1989","02","gulf stream index",-1.33773639469631,"All"
"1989","03","gulf stream index",-1.36277044269095,"All"
"1989","04","gulf stream index",-0.224927346552637,"All"
"1989","05","gulf stream index",-0.724802944807309,"All"
"1989","06","gulf stream index",-0.85107089055848,"All"
"1989","07","gulf stream index",-1.26736720188397,"All"
"1989","08","gulf stream index",-0.0452761240207925,"All"
"1989","09","gulf stream index",-0.731512352993828,"All"
"1989","1","gulf stream index",-1.05786002544279,"All"
"1989","11","gulf stream index",-0.993001896270146,"All"
"1989","12","gulf stream index",-0.594203650381235,"All"
"1990","01","gulf stream index",-0.142745637097427,"All"
"1990","02","gulf stream index",-0.760150204700743,"All"
"1990","03","gulf stream index",0.459677566966222,"All"
"1990","04","gulf stream index",0.828503359133231,"All"
"1990","05","gulf stream index",-0.233972616321226,"All"
"1990","06","gulf stream index",-1.04333771422234,"All"
"1990","07","gulf stream index",-0.364199746951602,"All"
"1990","08","gulf stream index",1.33508091441934,"All"
"1990","09","gulf stream index",-0.673173307025801,"All"
"1990","1","gulf stream index",-0.288009979825964,"All"
"1990","11","gulf stream index",0.242189876107655,"All"
"1990","12","gulf stream index",1.11897067897247,"All"
"1991","01","gulf stream index",0.458141302349506,"All"
"1991","02","gulf stream index",1.51451231237134,"All"
"1991","03","gulf stream index",1.04433977832507,"All"
"1991","04","gulf stream index",1.03153086481585,"All"
"1991","05","gulf stream index",1.71675155677759,"All"
"1991","06","gulf stream index",0.901799549760341,"All"
"1991","07","gulf stream index",0.956915446525501,"All"
"1991","08","gulf stream index",-0.0554651787262186,"All"
"1991","09","gulf stream index",-1.11796000939852,"All"
"1991","1","gulf stream index",1.16777623164592,"All"
"1991","11","gulf stream index",1.1432983614603,"All"
"1991","12","gulf stream index",0.609514836886332,"All"
"1992","01","gulf stream index",1.56657267478174,"All"
"1992","02","gulf stream index",0.757636482841109,"All"
"1992","03","gulf stream index",0.29020610726855,"All"
"1992","04","gulf stream index",-0.321812205126867,"All"
"1992","05","gulf stream index",0.244277298471274,"All"
"1992","06","gulf stream index",0.538437347568832,"All"
"1992","07","gulf stream index",0.427009741580229,"All"
"1992","08","gulf stream index",0.114935684232978,"All"
"1992","09","gulf stream index",0.37515004048769,"All"
"1992","1","gulf stream index",-0.855799757934647,"All"
"1992","11","gulf stream index",-0.203843138951811,"All"
"1992","12","gulf stream index",0.143728184741158,"All"
"1993","01","gulf stream index",-0.136379761885372,"All"
"1993","02","gulf stream index",1.19296331726372,"All"
"1993","03","gulf stream index",0.990118634677219,"All"
"1993","04","gulf stream index",-0.333866084236973,"All"
"1993","05","gulf stream index",0.777306934460439,"All"
"1993","06","gulf stream index",0.566388024022233,"All"
"1993","07","gulf stream index",0.993174000887137,"All"
"1993","08","gulf stream index",0.958288814088601,"All"
"1993","09","gulf stream index",0.51748808304597,"All"
"1993","1","gulf stream index",0.800213441468534,"All"
"1993","11","gulf stream index",0.0276758925921254,"All"
"1993","12","gulf stream index",0.513751694164369,"All"
"1994","01","gulf stream index",0.435274628375487,"All"
"1994","02","gulf stream index",-0.0803179601102214,"All"
"1994","03","gulf stream index",-0.032113202718918,"All"
"1994","04","gulf stream index",1.17042036576895,"All"
"1994","05","gulf stream index",1.2430636407179,"All"
"1994","06","gulf stream index",0.891315389437715,"All"
"1994","07","gulf stream index",0.659111379147112,"All"
"1994","08","gulf stream index",1.34835379157666,"All"
"1994","09","gulf stream index",1.05677105287839,"All"
"1994","1","gulf stream index",0.634186934771273,"All"
"1994","11","gulf stream index",0.557215489778309,"All"
"1994","12","gulf stream index",1.56810475427985,"All"
"1995","01","gulf stream index",1.02738932050789,"All"
"1995","02","gulf stream index",1.61712071859008,"All"
"1995","03","gulf stream index",1.43136931857471,"All"
"1995","04","gulf stream index",1.45738834348067,"All"
"1995","05","gulf stream index",1.69672595549236,"All"
"1995","06","gulf stream index",1.17687554394788,"All"
"1995","07","gulf stream index",0.940917446077577,"All"
"1995","08","gulf stream index",0.670445601123572,"All"
"1995","09","gulf stream index",0.121200316480732,"All"
"1995","1","gulf stream index",0.708939285158178,"All"
"1995","11","gulf stream index",0.845587479591732,"All"
"1995","12","gulf stream index",0.351828607996748,"All"
"1996","01","gulf stream index",-0.825073750483297,"All"
"1996","02","gulf stream index",-0.245091574963935,"All"
"1996","03","gulf stream index",0.520419873492368,"All"
"1996","04","gulf stream index",0.324065312508147,"All"
"1996","05","gulf stream index",-0.573962849662781,"All"
"1996","06","gulf stream index",-0.446172866012534,"All"
"1996","07","gulf stream index",-0.397852564224114,"All"
"1996","08","gulf stream index",-0.0817826547078865,"All"
"1996","09","gulf stream index",-0.464469477229556,"All"
"1996","1","gulf stream index",-0.861033624965973,"All"
"1996","11","gulf stream index",-0.744212076879011,"All"
"1996","12","gulf stream index",-1.94018772385763,"All"
"1997","01","gulf stream index",-0.246258603921922,"All"
"1997","02","gulf stream index",-0.610766593667407,"All"
"1997","03","gulf stream index",-0.705641808759592,"All"
"1997","04","gulf stream index",0.202016760180012,"All"
"1997","05","gulf stream index",-0.350813383219135,"All"
"1997","06","gulf stream index",-0.637001684666386,"All"
"1997","07","gulf stream index",-0.62663245965654,"All"
"1997","08","gulf stream index",-0.13263654719128,"All"
"1997","09","gulf stream index",0.433374293560753,"All"
"1997","1","gulf stream index",-1.22286365417806,"All"
"1997","11","gulf stream index",-0.901456379347471,"All"
"1997","12","gulf stream index",-0.431025510461058,"All"
"1998","01","gulf stream index",-0.489314868536517,"All"
"1998","02","gulf stream index",-1.53158589121164,"All"
"1998","03","gulf stream index",-1.35934742677304,"All"
"1998","04","gulf stream index",-1.28504772836913,"All"
"1998","05","gulf stream index",-0.140255339781022,"All"
"1998","06","gulf stream index",-0.513904721951146,"All"
"1998","07","gulf stream index",-0.303865550138136,"All"
"1998","08","gulf stream index",-0.0446662675519908,"All"
"1998","09","gulf stream index",0.00251778430757627,"All"
"1998","1","gulf stream index",0.186099793503378,"All"
"1998","11","gulf stream index",0.438829592303123,"All"
"1998","12","gulf stream index",1.5105649660694,"All"
"1999","01","gulf stream index",1.1231820157742,"All"
"1999","02","gulf stream index",1.79197624108948,"All"
"1999","03","gulf stream index",1.07035858696696,"All"
"1999","04","gulf stream index",1.52125863388684,"All"
"1999","05","gulf stream index",1.72215882236763,"All"
"1999","06","gulf stream index",1.84115001983985,"All"
"1999","07","gulf stream index",1.2588704633333,"All"
"1999","08","gulf stream index",0.514313501837925,"All"
"1999","09","gulf stream index",0.888208873224375,"All"
"1999","1","gulf stream index",1.3475968122943,"All"
"1999","11","gulf stream index",0.574510453241771,"All"
"1999","12","gulf stream index",-0.451208390695708,"All"
"2000","01","gulf stream index",0.527518533073979,"All"
"2000","02","gulf stream index",0.542209171032012,"All"
"2000","03","gulf stream index",0.585565222566208,"All"
"2000","04","gulf stream index",0.503894210264409,"All"
"2000","05","gulf stream index",1.15484188371064,"All"
"2000","06","gulf stream index",0.602240054620277,"All"
"2000","07","gulf stream index",0.414706277955114,"All"
"2000","08","gulf stream index",1.23222778796167,"All"
"2000","09","gulf stream index",0.593043408056845,"All"
"2000","1","gulf stream index",1.38566792816069,"All"
"2000","11","gulf stream index",1.21160271469747,"All"
"2000","12","gulf stream index",0.671558403365407,"All"
"2001","01","gulf stream index",-0.543308995070407,"All"
"2001","02","gulf stream index",-0.663588098719276,"All"
"2001","03","gulf stream index",0.313184160895436,"All"
"2001","04","gulf stream index",0.316410504175326,"All"
"2001","05","gulf stream index",-0.0797667777677257,"All"
"2001","06","gulf stream index",0.488644961783912,"All"
"2001","07","gulf stream index",0.492472087670965,"All"
"2001","08","gulf stream index",-0.679274091387668,"All"
"2001","09","gulf stream index",-0.0156218466190841,"All"
"2001","1","gulf stream index",0.747016876462592,"All"
"2001","11","gulf stream index",1.07871925402494,"All"
"2001","12","gulf stream index",2.19752719169905,"All"
"2002","01","gulf stream index",1.57374750650351,"All"
"2002","02","gulf stream index",1.10960191420749,"All"
"2002","03","gulf stream index",1.39680023828228,"All"
"2002","04","gulf stream index",1.10206521100575,"All"
"2002","05","gulf stream index",1.73742432992194,"All"
"2002","06","gulf stream index",1.32144699250954,"All"
"2002","07","gulf stream index",1.90183207984023,"All"
"2002","08","gulf stream index",1.06674936099965,"All"
"2002","09","gulf stream index",0.0723453368190762,"All"
"2002","1","gulf stream index",1.49157373080022,"All"
"2002","11","gulf stream index",1.36316273576945,"All"
"2002","12","gulf stream index",1.58443404410639,"All"
"2003","01","gulf stream index",0.885805741312565,"All"
"2003","02","gulf stream index",0.329440637106827,"All"
"2003","03","gulf stream index",0.0356907679370452,"All"
"2003","04","gulf stream index",0.00650907700166295,"All"
"2003","05","gulf stream index",-5.60917095445551e-05,"All"
"2003","06","gulf stream index",0.193691623989119,"All"
"2003","07","gulf stream index",0.271487757222758,"All"
"2003","08","gulf stream index",0.147751174145975,"All"
"2003","09","gulf stream index",0.0454207100497217,"All"
"2003","1","gulf stream index",0.573879846123154,"All"
"2003","11","gulf stream index",-0.222015252393196,"All"
"2003","12","gulf stream index",0.182126874307754,"All"
"2004","01","gulf stream index",0.190886934473487,"All"
"2004","02","gulf stream index",-0.14390795554597,"All"
"2004","03","gulf stream index",-0.317156399483214,"All"
"2004","04","gulf stream index",-0.433079241634383,"All"
"2004","05","gulf stream index",0.120337745191273,"All"
"2004","06","gulf stream index",-0.0039413800757153,"All"
"2004","07","gulf stream index",-0.371333821429691,"All"
"2004","08","gulf stream index",-0.591506798388444,"All"
"2004","09","gulf stream index",-0.219948703402847,"All"
"2004","1","gulf stream index",-0.344380235402525,"All"
"2004","11","gulf stream index",-0.832199949412755,"All"
"2004","12","gulf stream index",-0.46692359220107,"All"
"2005","01","gulf stream index",-0.4643454728186,"All"
"2005","02","gulf stream index",-0.340528693460065,"All"
"2005","03","gulf stream index",-0.332676863382884,"All"
"2005","04","gulf stream index",-0.168386646835309,"All"
"2005","05","gulf stream index",-0.772306693562635,"All"
"2005","06","gulf stream index",-0.210167180372372,"All"
"2005","07","gulf stream index",-0.0650488143830948,"All"
"2005","08","gulf stream index",0.16577132668608,"All"
"2005","09","gulf stream index",0.317184292124686,"All"
"2005","1","gulf stream index",-0.29536684378442,"All"
"2005","11","gulf stream index",-0.29015219430994,"All"
"2005","12","gulf stream index",-0.166996041255012,"All"
"2006","01","gulf stream index",0.24764995420263,"All"
"2006","02","gulf stream index",0.648763283927803,"All"
"2006","03","gulf stream index",0.0439856422414426,"All"
"2006","04","gulf stream index",0.463538467361035,"All"
"2006","05","gulf stream index",0.645784357175793,"All"
"2006","06","gulf stream index",0.221040369290084,"All"
"2006","07","gulf stream index",-0.0399718638698,"All"
"2006","08","gulf stream index",0.251206329307203,"All"
"2006","09","gulf stream index",-0.251306640350758,"All"
"2006","1","gulf stream index",-0.858295827917776,"All"
"2006","11","gulf stream index",-0.621034907959062,"All"
"2006","12","gulf stream index",-0.891270214598869,"All"
"2007","01","gulf stream index",-1.10481638450486,"All"
"2007","02","gulf stream index",-0.601733869657952,"All"
"2007","03","gulf stream index",-0.854358486755076,"All"
"2007","04","gulf stream index",-1.16776306850067,"All"
"2007","05","gulf stream index",-1.02851058752117,"All"
"2007","06","gulf stream index",-0.896377444759547,"All"
"2007","07","gulf stream index",-0.746290584115788,"All"
"2007","08","gulf stream index",-0.391176371312941,"All"
"2007","09","gulf stream index",-0.575580148597921,"All"
"2007","1","gulf stream index",-0.823378784479116,"All"
"2007","11","gulf stream index",-1.38379936809551,"All"
"2007","12","gulf stream index",-0.223715241380478,"All"
"2008","01","gulf stream index",0.214168235813693,"All"
"2008","02","gulf stream index",0.0886405933837015,"All"
"2008","03","gulf stream index",1.38779899225665,"All"
"2008","04","gulf stream index",0.282951088404851,"All"
"2008","05","gulf stream index",0.904879688321918,"All"
"2008","06","gulf stream index",0.246326675442068,"All"
"2008","07","gulf stream index",0.0404268822134984,"All"
"2008","08","gulf stream index",-0.297123781323438,"All"
"2008","09","gulf stream index",-0.49353123884514,"All"
"2008","1","gulf stream index",-0.0648864066856187,"All"
"2008","11","gulf stream index",-0.00730677103520948,"All"
"2008","12","gulf stream index",0.441204223028429,"All"
"2009","01","gulf stream index",-0.00194151687273056,"All"
"2009","02","gulf stream index",0.425170385302782,"All"
"2009","03","gulf stream index",0.572195647183971,"All"
"2009","04","gulf stream index",0.241247707067912,"All"
"2009","05","gulf stream index",0.51412191811628,"All"
"2009","06","gulf stream index",0.162578077599711,"All"
"2009","07","gulf stream index",0.69225509557125,"All"
"2009","08","gulf stream index",1.03960301176373,"All"
"2009","09","gulf stream index",1.57762232982724,"All"
"2009","1","gulf stream index",1.22872065990779,"All"
"2009","11","gulf stream index",0.807529026417937,"All"
"2009","12","gulf stream index",0.900124884077595,"All"
"2010","01","gulf stream index",1.36891183539676,"All"
"2010","02","gulf stream index",0.708047979372665,"All"
"2010","03","gulf stream index",-0.0755786912067106,"All"
"2010","04","gulf stream index",0.653731499640874,"All"
"2010","05","gulf stream index",0.51285429610015,"All"
"2010","06","gulf stream index",0.426314850805107,"All"
"2010","07","gulf stream index",0.499400402296861,"All"
"2010","08","gulf stream index",0.168521669251949,"All"
"2010","09","gulf stream index",0.429536245601214,"All"
"2010","1","gulf stream index",-0.028589813801753,"All"
"2010","11","gulf stream index",-0.339735386284927,"All"
"2010","12","gulf stream index",-0.216785028918937,"All"
"2011","01","gulf stream index",-0.378937202040116,"All"
"2011","02","gulf stream index",-0.200575239556439,"All"
"2011","03","gulf stream index",-0.290159786358433,"All"
"2011","04","gulf stream index",-0.0818371284375005,"All"
"2011","05","gulf stream index",-0.353134460633223,"All"
"2011","06","gulf stream index",0.182569252157958,"All"
"2011","07","gulf stream index",-0.175534017596767,"All"
"2011","08","gulf stream index",-0.335478908192103,"All"
"2011","09","gulf stream index",0.00438494214309644,"All"
"2011","1","gulf stream index",0.557822944049779,"All"
"2011","11","gulf stream index",-0.0540528750581204,"All"
"2011","12","gulf stream index",0.226792363333507,"All"
"2012","01","gulf stream index",-0.435628502145393,"All"
"2012","02","gulf stream index",0.103685189966885,"All"
"2012","03","gulf stream index",1.01417359609863,"All"
"2012","04","gulf stream index",1.23321063657532,"All"
"2012","05","gulf stream index",1.53183368255143,"All"
"2012","06","gulf stream index",1.20030836692487,"All"
"2012","07","gulf stream index",0.750034551696722,"All"
"2012","08","gulf stream index",0.382335279647188,"All"
"2012","09","gulf stream index",0.336960911345607,"All"
"2012","1","gulf stream index",0.70787539913411,"All"
"2012","11","gulf stream index",0.535022084156585,"All"
"2012","12","gulf stream index",1.1121533176961,"All"
"2013","01","gulf stream index",1.10275430229601,"All"
"2013","02","gulf stream index",1.15545012729496,"All"
"2013","03","gulf stream index",0.780827472380363,"All"
"2013","04","gulf stream index",0.613764809592282,"All"
"2013","05","gulf stream index",0.561876617097929,"All"
"2013","06","gulf stream index",0.12852427584252,"All"
"2013","07","gulf stream index",0.141180746504,"All"
"2013","08","gulf stream index",0.449766090619107,"All"
"2013","09","gulf stream index",0.835459914087726,"All"
"2013","1","gulf stream index",0.883897307688044,"All"
"2013","11","gulf stream index",1.0242638135338,"All"
"2013","12","gulf stream index",0.858376919214383,"All"
"2014","01","gulf stream index",0.665357296194718,"All"
"2014","02","gulf stream index",1.63678719991698,"All"
"2014","03","gulf stream index",1.282602050075,"All"
"2014","04","gulf stream index",1.15077570176741,"All"
"2014","05","gulf stream index",1.00066790909789,"All"
"2014","06","gulf stream index",1.1585743388268,"All"
"2014","07","gulf stream index",1.08513367218489,"All"
"2014","08","gulf stream index",1.20398262578939,"All"
"2014","09","gulf stream index",1.17772686639195,"All"
"2014","1","gulf stream index",0.94754146567816,"All"
"2014","11","gulf stream index",0.851040460553069,"All"
"2014","12","gulf stream index",1.40903163086946,"All"
"2015","01","gulf stream index",1.81346423511654,"All"
"2015","02","gulf stream index",2.00225856090739,"All"
"2015","03","gulf stream index",1.48617853012767,"All"
"2015","04","gulf stream index",1.14218534373597,"All"
"2015","05","gulf stream index",0.893857261443521,"All"
"2015","06","gulf stream index",0.672314437075262,"All"
"2015","07","gulf stream index",0.958797727183105,"All"
"2015","08","gulf stream index",0.488233587218306,"All"
"2015","09","gulf stream index",1.95988142793013,"All"
"2015","1","gulf stream index",1.63235531021811,"All"
"2015","11","gulf stream index",1.7802226571312,"All"
"2015","12","gulf stream index",0.769631359218427,"All"
"2016","01","gulf stream index",1.45812741315003,"All"
"2016","02","gulf stream index",2.14326439364818,"All"
"2016","03","gulf stream index",1.53418919343243,"All"
"2016","04","gulf stream index",1.47741356042729,"All"
"2016","05","gulf stream index",0.928248018938422,"All"
"2016","06","gulf stream index",1.44482661032004,"All"
"2016","07","gulf stream index",1.77259268421662,"All"
"2016","08","gulf stream index",2.14184072500384,"All"
"2016","09","gulf stream index",1.94610905790842,"All"
"2016","1","gulf stream index",1.61567894884169,"All"
"2016","11","gulf stream index",0.758345599379946,"All"
"2016","12","gulf stream index",0.703533175184077,"All"
"2017","01","gulf stream index",1.01233046712555,"All"
"2017","02","gulf stream index",0.852196711460898,"All"
"2017","03","gulf stream index",1.27587967933238,"All"
"2017","04","gulf stream index",0.748148414900092,"All"
"2017","05","gulf stream index",0.415354984054849,"All"
"2017","06","gulf stream index",0.70590626457627,"All"
"2017","07","gulf stream index",1.61481124191235,"All"
"2017","08","gulf stream index",1.23230803756866,"All"
"2017","09","gulf stream index",1.00913067748948,"All"
"2017","1","gulf stream index",1.02208332831862,"All"
"2017","11","gulf stream index",1.06254410493114,"All"
"2017","12","gulf stream index",0.985215015353453,"All"
"2018","01","gulf stream index",1.32274248925393,"All"
"2018","02","gulf stream index",1.93862683655409,"All"
"2018","03","gulf stream index",1.68064485875006,"All"
"2018","04","gulf stream index",1.64656041918238,"All"
"2018","05","gulf stream index",1.34196023261478,"All"
"2018","06","gulf stream index",1.10096049842399,"All"
"2018","07","gulf stream index",0.869355336639003,"All"
"2018","08","gulf stream index",0.714202967103432,"All"
"2018","09","gulf stream index",0.992746299387195,"All"
"2018","1","gulf stream index",1.33012086605558,"All"
"2018","11","gulf stream index",1.27610162589513,"All"
"2018","12","gulf stream index",1.17778975652183,"All"
"2019","01","gulf stream index",0.876207350790062,"All"
"2019","02","gulf stream index",1.77367436667698,"All"
"2019","03","gulf stream index",1.6859450630775,"All"
"2019","04","gulf stream index",1.29790060500529,"All"
"2019","05","gulf stream index",1.62630290052797,"All"
"2019","06","gulf stream index",1.24122615067641,"All"
"2019","07","gulf stream index",1.74737120262077,"All"
"2019","08","gulf stream index",1.89876362995898,"All"
"2019","09","gulf stream index",1.95854015767022,"All"
"2019","1","gulf stream index",1.46032414526988,"All"
"2019","11","gulf stream index",1.83146120840801,"All"
"2019","12","gulf stream index",1.97024349946212,"All"
"2020","01","gulf stream index",1.51752816355368,"All"
"2020","02","gulf stream index",1.41844116623828,"All"
"2020","03","gulf stream index",1.69549786490553,"All"
"2020","04","gulf stream index",0.994626156783624,"All"
"2020","05","gulf stream index",1.2660609650551,"All"
"2020","06","gulf stream index",0.9478683153894,"All"
"2020","07","gulf stream index",0.88267995464426,"All"
"2020","08","gulf stream index",0.965104868232031,"All"
"2020","09","gulf stream index",1.57345691191796,"All"
"2020","1","gulf stream index",1.58565969588035,"All"
"2020","11","gulf stream index",1.2199728857294,"All"
"2020","12","gulf stream index",1.17928233119357,"All"
"2021","01","gulf stream index",1.40400137678435,"All"
"2021","02","gulf stream index",1.59483208204544,"All"
"2021","03","gulf stream index",1.41991348627432,"All"
"2021","04","gulf stream index",1.38844365127372,"All"
"2021","05","gulf stream index",1.55006173926025,"All"
"2021","06","gulf stream index",1.45124071272359,"All"
"2021","07","gulf stream index",1.08882053006056,"All"
"2021","08","gulf stream index",1.15849388647025,"All"
"2021","09","gulf stream index",1.35614995609991,"All"
"2021","1","gulf stream index",1.50437306213824,"All"
"2021","11","gulf stream index",1.42856168480708,"All"
"2021","12","gulf stream index",0.568429643503564,"All"
